"","income","sex","age","eduyears","eastwest","socialclass_self","leftright"
"1928",1200,"FRAU",20,14,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"1929",NA,"FRAU",19,13,"ALTE BUNDESLAENDER","MITTELSCHICHT","7"
"1930",NA,"MANN",46,10,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","5"
"1931",NA,"MANN",60,23,"NEUE BUNDESLAENDER","MITTELSCHICHT",NA
"1932",500,"FRAU",76,5,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","4"
"1933",NA,"MANN",53,9,"ALTE BUNDESLAENDER","MITTELSCHICHT","8"
"1934",2300,"MANN",55,23,"NEUE BUNDESLAENDER","MITTELSCHICHT","2"
"1935",NA,"MANN",67,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","7"
"1936",1900,"FRAU",52,8,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"1937",NA,"MANN",72,13,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"1938",1800,"FRAU",36,17,"ALTE BUNDESLAENDER","MITTELSCHICHT","3"
"1939",1500,"FRAU",35,13,"ALTE BUNDESLAENDER","UNTERSCHICHT","5"
"1940",2000,"MANN",33,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"1941",2600,"MANN",29,17,"ALTE BUNDESLAENDER","MITTELSCHICHT","7"
"1942",1200,"MANN",31,8,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","6"
"1943",1200,"MANN",61,12,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","6"
"1944",2500,"MANN",51,11,"ALTE BUNDESLAENDER","MITTELSCHICHT","4"
"1945",3300,"FRAU",86,18,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"1946",2400,"MANN",73,12,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"1947",NA,"FRAU",54,9,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","6"
"1948",578,"FRAU",55,9,"ALTE BUNDESLAENDER","UNTERSCHICHT","1"
"1949",900,"FRAU",50,13,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"1950",1400,"MANN",37,13,"ALTE BUNDESLAENDER","MITTELSCHICHT","4"
"1951",NA,"MANN",33,13,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","6"
"1952",NA,"MANN",72,19,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","4"
"1953",NA,"FRAU",68,NA,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","1"
"1954",2400,"MANN",30,12,"ALTE BUNDESLAENDER","ARBEITERSCHICHT",NA
"1955",NA,"MANN",25,11,"ALTE BUNDESLAENDER","MITTELSCHICHT","4"
"1956",450,"FRAU",48,12,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","6"
"1957",560,"FRAU",57,10,"NEUE BUNDESLAENDER","UNTERSCHICHT","2"
"1958",1200,"MANN",70,17,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"1959",674,"FRAU",57,7,"ALTE BUNDESLAENDER","MITTELSCHICHT",NA
"1960",1200,"MANN",73,12,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","2"
"1961",1100,"FRAU",50,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","8"
"1962",2700,"MANN",51,13,"ALTE BUNDESLAENDER","MITTELSCHICHT","8"
"1963",1200,"MANN",50,10,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","5"
"1964",NA,"MANN",45,16,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","4"
"1965",NA,"FRAU",22,12,"NEUE BUNDESLAENDER","MITTELSCHICHT","3"
"1966",NA,"FRAU",76,8,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"1967",NA,"MANN",60,10,"NEUE BUNDESLAENDER","MITTELSCHICHT","6"
"1968",1700,"FRAU",51,10,"NEUE BUNDESLAENDER","MITTELSCHICHT","5"
"1969",NA,"FRAU",45,17,"ALTE BUNDESLAENDER","MITTELSCHICHT","3"
"1970",2000,"FRAU",47,12,"NEUE BUNDESLAENDER","MITTELSCHICHT","5"
"1971",700,"MANN",19,12,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","4"
"1972",500,"MANN",23,16,"NEUE BUNDESLAENDER","MITTELSCHICHT","4"
"1973",NA,"FRAU",63,9,"ALTE BUNDESLAENDER","MITTELSCHICHT","10"
"1974",1040,"MANN",50,6,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"1975",730,"FRAU",70,8,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","5"
"1976",1700,"MANN",67,8,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","5"
"1977",2200,"FRAU",71,12,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"1978",2050,"MANN",62,9,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"1979",400,"FRAU",60,8,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","6"
"1980",450,"FRAU",45,12,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"1981",1600,"FRAU",59,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"1982",2400,"MANN",31,16,"ALTE BUNDESLAENDER","MITTELSCHICHT","4"
"1983",NA,"FRAU",28,17,"ALTE BUNDESLAENDER","MITTELSCHICHT","4"
"1984",3500,"FRAU",30,NA,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","7"
"1985",2600,"FRAU",29,19,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"1986",NA,"FRAU",58,14,"ALTE BUNDESLAENDER","MITTELSCHICHT","4"
"1987",NA,"FRAU",44,12,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"1988",1500,"MANN",84,26,"NEUE BUNDESLAENDER","MITTELSCHICHT","6"
"1989",NA,"FRAU",36,NA,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"1990",700,"FRAU",58,NA,"ALTE BUNDESLAENDER","MITTELSCHICHT","3"
"1991",1600,"MANN",34,10,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","6"
"1992",516,"FRAU",82,7,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"1993",NA,"MANN",62,12,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","4"
"1994",NA,"MANN",46,10,"NEUE BUNDESLAENDER","UNTERSCHICHT","4"
"1995",485,"FRAU",71,13,"ALTE BUNDESLAENDER",NA,"3"
"1996",1300,"MANN",37,13,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","6"
"1997",500,"FRAU",60,10,"NEUE BUNDESLAENDER","UNTERSCHICHT","5"
"1998",2300,"FRAU",61,12,"ALTE BUNDESLAENDER","MITTELSCHICHT","3"
"1999",620,"FRAU",21,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"2000",2400,"MANN",76,11,"ALTE BUNDESLAENDER","MITTELSCHICHT","7"
"2001",NA,"MANN",65,17,"NEUE BUNDESLAENDER","MITTELSCHICHT","10"
"2002",1080,"FRAU",81,12,"NEUE BUNDESLAENDER","MITTELSCHICHT","6"
"2003",800,"MANN",53,10,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","5"
"2004",NA,"MANN",41,13,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"2005",550,"MANN",19,13,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","4"
"2006",1100,"FRAU",26,10,"NEUE BUNDESLAENDER","MITTELSCHICHT","8"
"2007",380,"MANN",20,12,"NEUE BUNDESLAENDER","MITTELSCHICHT","4"
"2008",1400,"MANN",74,18,"NEUE BUNDESLAENDER","MITTELSCHICHT","6"
"2009",1900,"MANN",59,9,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"2010",1000,"FRAU",53,9,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"2011",670,"FRAU",35,17,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"2012",NA,"FRAU",40,20,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","5"
"2013",3000,"FRAU",59,9,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"2014",900,"FRAU",45,13,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","5"
"2015",2000,"MANN",60,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"2016",1050,"MANN",37,14,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","8"
"2017",1200,"MANN",83,16,"NEUE BUNDESLAENDER","MITTELSCHICHT","6"
"2018",466,"FRAU",41,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"2019",NA,"FRAU",44,15,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","5"
"2020",1800,"FRAU",45,13,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","4"
"2021",1200,"FRAU",49,10,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","5"
"2022",800,"FRAU",46,13,"ALTE BUNDESLAENDER","MITTELSCHICHT","2"
"2023",520,"FRAU",83,11,"ALTE BUNDESLAENDER","MITTELSCHICHT","7"
"2024",1100,"FRAU",65,NA,"ALTE BUNDESLAENDER","ARBEITERSCHICHT",NA
"2025",1000,"MANN",69,15,"NEUE BUNDESLAENDER","MITTELSCHICHT","4"
"2026",NA,"MANN",50,9,"ALTE BUNDESLAENDER","ARBEITERSCHICHT",NA
"2027",5000,"MANN",44,14,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"2028",100,"FRAU",42,14,"ALTE BUNDESLAENDER","MITTELSCHICHT","3"
"2029",NA,"MANN",45,18,"ALTE BUNDESLAENDER","MITTELSCHICHT","3"
"2030",600,"MANN",60,9,"ALTE BUNDESLAENDER","MITTELSCHICHT","7"
"2031",NA,"MANN",57,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","4"
"2032",3400,"MANN",50,18,"NEUE BUNDESLAENDER","MITTELSCHICHT","6"
"2033",700,"FRAU",40,17,"NEUE BUNDESLAENDER","UNTERSCHICHT","6"
"2034",NA,"FRAU",61,15,"ALTE BUNDESLAENDER","MITTELSCHICHT","3"
"2035",800,"MANN",68,10,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","5"
"2036",4000,"FRAU",42,13,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","1"
"2037",1600,"FRAU",27,19,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"2038",NA,"MANN",90,11,"ALTE BUNDESLAENDER","MITTELSCHICHT","7"
"2039",650,"FRAU",36,13,"ALTE BUNDESLAENDER","MITTELSCHICHT","4"
"2040",400,"FRAU",27,20,"NEUE BUNDESLAENDER","MITTELSCHICHT","5"
"2041",2300,"MANN",27,10,"ALTE BUNDESLAENDER","ARBEITERSCHICHT",NA
"2042",600,"FRAU",75,7,"ALTE BUNDESLAENDER",NA,NA
"2043",1700,"FRAU",59,NA,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","7"
"2044",750,"FRAU",26,12,"ALTE BUNDESLAENDER","MITTELSCHICHT","7"
"2045",1200,"FRAU",55,14,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","3"
"2046",2000,"MANN",30,20,"ALTE BUNDESLAENDER","MITTELSCHICHT","7"
"2047",1200,"FRAU",32,11,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","6"
"2048",3000,"MANN",64,13,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"2049",1800,"FRAU",80,13,"ALTE BUNDESLAENDER","MITTELSCHICHT","4"
"2050",NA,"FRAU",87,8,"ALTE BUNDESLAENDER","MITTELSCHICHT",NA
"2051",830,"FRAU",31,17,"NEUE BUNDESLAENDER","OBERE MITTELSCHICHT","3"
"2052",700,"MANN",64,10,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","5"
"2053",1000,"FRAU",61,10,"NEUE BUNDESLAENDER","MITTELSCHICHT",NA
"2054",NA,"MANN",41,9,"ALTE BUNDESLAENDER","MITTELSCHICHT","4"
"2055",1700,"FRAU",38,11,"ALTE BUNDESLAENDER","MITTELSCHICHT","3"
"2056",450,"MANN",58,12,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","5"
"2057",2400,"MANN",53,17,"ALTE BUNDESLAENDER","MITTELSCHICHT","1"
"2058",NA,"FRAU",43,13,"NEUE BUNDESLAENDER","MITTELSCHICHT","3"
"2059",1833,"FRAU",81,13,"ALTE BUNDESLAENDER","MITTELSCHICHT","7"
"2060",1600,"MANN",38,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","2"
"2061",4000,"MANN",31,14,"NEUE BUNDESLAENDER","OBERE MITTELSCHICHT","5"
"2062",NA,"MANN",59,13,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","3"
"2063",1980,"MANN",72,11,"ALTE BUNDESLAENDER","MITTELSCHICHT","8"
"2064",NA,"FRAU",65,16,"NEUE BUNDESLAENDER","MITTELSCHICHT","3"
"2065",2400,"MANN",30,9,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"2066",880,"FRAU",40,9,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","6"
"2067",1900,"FRAU",58,9,"ALTE BUNDESLAENDER","ARBEITERSCHICHT",NA
"2068",2250,"FRAU",38,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"2069",900,"FRAU",65,8,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"2070",1100,"FRAU",81,9,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","6"
"2071",NA,"MANN",70,NA,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"2072",NA,"MANN",54,14,"ALTE BUNDESLAENDER","MITTELSCHICHT","9"
"2073",1400,"FRAU",69,10,"NEUE BUNDESLAENDER","MITTELSCHICHT","3"
"2074",800,"FRAU",47,10,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT",NA
"2075",1700,"FRAU",29,12,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","6"
"2076",1400,"FRAU",56,10,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","5"
"2077",2200,"FRAU",45,18,"NEUE BUNDESLAENDER","OBERE MITTELSCHICHT","5"
"2078",1000,"FRAU",19,13,"NEUE BUNDESLAENDER","MITTELSCHICHT",NA
"2079",950,"FRAU",46,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"2080",665,"FRAU",35,11,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","7"
"2081",NA,"FRAU",21,15,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","5"
"2082",2200,"MANN",75,8,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","6"
"2083",NA,"MANN",43,16,"NEUE BUNDESLAENDER","MITTELSCHICHT","7"
"2084",2000,"FRAU",73,18,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"2085",1200,"MANN",45,NA,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","7"
"2086",1700,"MANN",49,15,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","5"
"2087",NA,"MANN",58,10,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","5"
"2088",400,"FRAU",47,15,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","1"
"2089",350,"FRAU",45,10,"NEUE BUNDESLAENDER","UNTERSCHICHT","10"
"2090",3000,"MANN",55,11,"ALTE BUNDESLAENDER","MITTELSCHICHT","7"
"2091",2100,"MANN",35,19,"NEUE BUNDESLAENDER","OBERE MITTELSCHICHT","5"
"2092",650,"FRAU",18,10,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","3"
"2093",450,"FRAU",56,13,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"2094",NA,"MANN",38,17,"ALTE BUNDESLAENDER","MITTELSCHICHT","4"
"2095",800,"FRAU",55,12,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"2096",2500,"MANN",40,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"2097",NA,"MANN",52,NA,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","6"
"2098",1200,"MANN",69,10,"NEUE BUNDESLAENDER","MITTELSCHICHT","6"
"2099",922,"MANN",69,11,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","7"
"2100",7000,"MANN",41,20,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","5"
"2101",600,"FRAU",24,17,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"2102",300,"MANN",22,14,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","6"
"2103",1000,"FRAU",57,12,"NEUE BUNDESLAENDER","MITTELSCHICHT","5"
"2104",1000,"MANN",68,10,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","6"
"2105",1000,"FRAU",51,10,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","7"
"2106",1800,"MANN",59,18,"ALTE BUNDESLAENDER","MITTELSCHICHT","3"
"2107",2000,"MANN",63,NA,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"2108",2000,"FRAU",40,14,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","4"
"2109",1200,"MANN",79,8,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"2110",NA,"FRAU",40,15,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","6"
"2111",1500,"FRAU",51,12,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"2112",1300,"MANN",66,17,"NEUE BUNDESLAENDER","MITTELSCHICHT","1"
"2113",1500,"FRAU",44,15,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","5"
"2114",820,"FRAU",63,8,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","6"
"2115",1500,"FRAU",37,17,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","6"
"2116",NA,"MANN",55,20,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","5"
"2117",700,"MANN",26,18,"ALTE BUNDESLAENDER","MITTELSCHICHT","4"
"2118",2300,"FRAU",50,18,"ALTE BUNDESLAENDER","MITTELSCHICHT","4"
"2119",3000,"MANN",47,20,"ALTE BUNDESLAENDER","MITTELSCHICHT","4"
"2120",1500,"MANN",45,11,"NEUE BUNDESLAENDER","MITTELSCHICHT","10"
"2121",6000,"FRAU",50,19,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","6"
"2122",NA,"FRAU",52,14,"ALTE BUNDESLAENDER","MITTELSCHICHT","4"
"2123",1200,"FRAU",75,8,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"2124",2300,"MANN",74,19,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"2125",1200,"MANN",73,9,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"2126",NA,"FRAU",26,12,"ALTE BUNDESLAENDER","MITTELSCHICHT","7"
"2127",1200,"MANN",36,8,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","6"
"2128",600,"MANN",52,4,"NEUE BUNDESLAENDER","UNTERSCHICHT",NA
"2129",1500,"MANN",35,10,"NEUE BUNDESLAENDER","MITTELSCHICHT","6"
"2130",950,"MANN",75,13,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","6"
"2131",1500,"MANN",77,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"2132",2000,"FRAU",51,16,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"2133",6500,"MANN",72,14,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"2134",1400,"FRAU",36,14,"NEUE BUNDESLAENDER","MITTELSCHICHT","7"
"2135",2500,"FRAU",49,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"2136",NA,"FRAU",54,13,"ALTE BUNDESLAENDER","MITTELSCHICHT","1"
"2137",1100,"MANN",69,11,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"2138",400,"MANN",18,12,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","2"
"2139",200,"FRAU",28,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"2140",2000,"MANN",72,NA,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","5"
"2141",650,"MANN",22,15,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"2142",880,"FRAU",37,10,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","5"
"2143",NA,"FRAU",62,15,"ALTE BUNDESLAENDER","MITTELSCHICHT","2"
"2144",NA,"MANN",53,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","7"
"2145",1200,"FRAU",30,15,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"2146",1350,"FRAU",55,10,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","7"
"2147",1400,"FRAU",86,8,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"2148",650,"MANN",30,14,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"2149",NA,"FRAU",25,9,"ALTE BUNDESLAENDER","MITTELSCHICHT","4"
"2150",1460,"FRAU",30,10,"NEUE BUNDESLAENDER","MITTELSCHICHT","5"
"2151",NA,"MANN",52,NA,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"2152",450,"FRAU",28,13,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"2153",NA,"FRAU",55,NA,"NEUE BUNDESLAENDER","MITTELSCHICHT","6"
"2154",1200,"MANN",37,11,"NEUE BUNDESLAENDER","MITTELSCHICHT","6"
"2155",990,"FRAU",42,16,"ALTE BUNDESLAENDER","MITTELSCHICHT","3"
"2156",4000,"MANN",46,18,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","5"
"2157",1700,"MANN",63,9,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"2158",NA,"FRAU",71,NA,"ALTE BUNDESLAENDER","OBERSCHICHT","6"
"2159",NA,"FRAU",78,11,"NEUE BUNDESLAENDER","MITTELSCHICHT","1"
"2160",553,"MANN",67,10,"NEUE BUNDESLAENDER","MITTELSCHICHT","3"
"2161",1200,"FRAU",33,15,"ALTE BUNDESLAENDER","MITTELSCHICHT","1"
"2162",300,"FRAU",69,8,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"2163",1100,"MANN",50,8,"NEUE BUNDESLAENDER","MITTELSCHICHT",NA
"2164",760,"MANN",34,10,"NEUE BUNDESLAENDER","UNTERSCHICHT","6"
"2165",NA,"FRAU",41,10,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","6"
"2166",1800,"FRAU",34,10,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","6"
"2167",NA,"FRAU",34,9,"ALTE BUNDESLAENDER","MITTELSCHICHT","4"
"2168",1000,"FRAU",51,10,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","6"
"2169",3000,"MANN",72,16,"ALTE BUNDESLAENDER","MITTELSCHICHT","4"
"2170",NA,"MANN",44,10,"NEUE BUNDESLAENDER","MITTELSCHICHT","6"
"2171",NA,"FRAU",28,8,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","6"
"2172",1200,"FRAU",33,12,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"2173",4000,"MANN",74,14,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"2174",2800,"MANN",89,8,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"2175",NA,"FRAU",47,20,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","7"
"2176",NA,"MANN",77,16,"ALTE BUNDESLAENDER","MITTELSCHICHT","4"
"2177",2000,"MANN",54,NA,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","6"
"2178",1400,"MANN",57,10,"NEUE BUNDESLAENDER","MITTELSCHICHT","8"
"2179",900,"MANN",60,NA,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","8"
"2180",735,"MANN",65,10,"NEUE BUNDESLAENDER","MITTELSCHICHT","3"
"2181",3300,"FRAU",46,18,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","4"
"2182",4000,"MANN",58,8,"ALTE BUNDESLAENDER","MITTELSCHICHT","4"
"2183",720,"MANN",66,8,"NEUE BUNDESLAENDER","MITTELSCHICHT","1"
"2184",4200,"MANN",58,17,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","7"
"2185",3000,"MANN",58,10,"NEUE BUNDESLAENDER","MITTELSCHICHT","9"
"2186",1100,"FRAU",53,10,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","3"
"2187",650,"FRAU",23,NA,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"2188",NA,"MANN",60,16,"NEUE BUNDESLAENDER","MITTELSCHICHT","5"
"2189",NA,"MANN",51,NA,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","7"
"2190",2000,"MANN",60,16,"ALTE BUNDESLAENDER","MITTELSCHICHT","3"
"2191",NA,"FRAU",64,9,"ALTE BUNDESLAENDER","MITTELSCHICHT",NA
"2192",NA,"MANN",19,13,"NEUE BUNDESLAENDER","MITTELSCHICHT","4"
"2193",4400,"MANN",52,14,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","5"
"2194",NA,"MANN",20,14,"NEUE BUNDESLAENDER","MITTELSCHICHT","6"
"2195",950,"FRAU",19,10,"NEUE BUNDESLAENDER","MITTELSCHICHT","5"
"2196",400,"MANN",66,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"2197",4500,"MANN",48,19,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","7"
"2198",1200,"MANN",26,11,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","4"
"2199",NA,"MANN",57,12,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","6"
"2200",NA,"FRAU",54,30,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","1"
"2201",2200,"FRAU",40,25,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","6"
"2202",NA,"FRAU",68,8,"ALTE BUNDESLAENDER","MITTELSCHICHT","7"
"2203",1000,"FRAU",66,10,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","8"
"2204",NA,"FRAU",62,13,"NEUE BUNDESLAENDER","UNTERSCHICHT","6"
"2205",NA,"FRAU",63,13,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"2206",900,"FRAU",39,11,"ALTE BUNDESLAENDER","ARBEITERSCHICHT",NA
"2207",1200,"MANN",41,8,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","6"
"2208",2500,"MANN",30,17,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","4"
"2209",NA,"MANN",20,14,"ALTE BUNDESLAENDER","MITTELSCHICHT","4"
"2210",400,"FRAU",60,10,"NEUE BUNDESLAENDER","MITTELSCHICHT","4"
"2211",600,"FRAU",71,9,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","3"
"2212",1100,"MANN",75,NA,"NEUE BUNDESLAENDER","MITTELSCHICHT",NA
"2213",750,"FRAU",60,13,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","6"
"2214",2070,"FRAU",56,17,"NEUE BUNDESLAENDER","MITTELSCHICHT","3"
"2215",NA,"MANN",19,10,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","4"
"2216",1200,"MANN",85,8,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","1"
"2217",1000,"FRAU",79,9,"ALTE BUNDESLAENDER","MITTELSCHICHT","8"
"2218",2500,"MANN",64,23,"ALTE BUNDESLAENDER","MITTELSCHICHT","3"
"2219",500,"FRAU",33,10,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","4"
"2220",1500,"FRAU",36,16,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","7"
"2221",NA,"FRAU",70,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"2222",3000,"MANN",48,20,"ALTE BUNDESLAENDER","MITTELSCHICHT","4"
